,error,error/h,error/h^2,error/h^3
0.1,0.0016675001984409743,0.016675001984409743,0.1667500198440974,1.6675001984409739
0.05,0.0004167187531010086,0.008334375062020172,0.1666875012404034,3.333750024808068
0.025,0.00010416992192485708,0.004166796876994283,0.1666718750797713,6.666875003190851
0.0125,2.6041870119009047e-05,0.002083349609520724,0.16666796876165788,13.333437500932629
