,error,error/h,error/h^2,error/h^3
0.1,0.051709180756477124,0.5170918075647712,5.1709180756477116,51.70918075647711
0.05,0.025421927520482335,0.5084385504096467,10.168771008192932,203.37542016385862
0.025,0.012604820977154318,0.5041928390861727,20.167713563446906,806.7085425378762
0.0125,0.006276123250753329,0.5020898600602663,40.1671888048213,3213.3751043857037
